,audio,text,start,end,speaker,segment
0,features/032017/0000.wav,こんにちは、私はインディーです。,53.81159375,56.56221875000001,indy,seg1
1,features/032017/0001.wav,こんにちは,59.110343750000006,59.97096875,subject,seg1
2,features/032017/0002.wav,これからインタビューをするので、いくつかの質問に答えていただきたいと思います。,59.68409375,65.33721875,indy,seg1
3,features/032017/0003.wav,よろしくお願いします。,67.41284375000001,69.11721875,indy,seg1
4,features/032017/0004.wav,よろしくお願いします,70.50096875,71.36159375,subject,seg1
5,features/032017/0005.wav,ではまず最初の質問から,70.83846875,73.28534375000001,indy,seg1
6,features/032017/0006.wav,ペットはいますか?,74.80409375,76.13721875,indy,seg1
7,features/032017/0007.wav,いません,77.36909375,77.82471875,subject,seg1
8,features/032017/0008.wav,そうなんですね。,80.52471875,81.68909375,indy,seg1
9,features/032017/0009.wav,昔ペットを飼っていたことはありますか?,84.03471875000001,87.08909375,indy,seg1
10,features/032017/0010.wav,あります,87.51096875,88.03409375000001,subject,seg1
11,features/032017/0011.wav,うんうん,91.29096875,92.05034375,indy,seg1
12,features/032017/0012.wav,何を飼いたいですか?,94.26096875,96.04971875,indy,seg1
13,features/032017/0013.wav,そうですね,100.16721875,101.44971875,subject,seg1
14,features/032017/0014.wav,ハムスターとか昆虫とかトカゲの仲間を飼いたいなと考えています,102.47909375,107.40659375,subject,seg1
15,features/032017/0015.wav,面白そうですね,110.79846875,112.36784375,indy,seg1
16,features/032017/0016.wav,何か理由があるのですか?,117.21096875,119.40471875,indy,seg1
17,features/032017/0017.wav,それぞれそのコマで,121.53096875,123.21846875,subject,seg1
18,features/032017/0018.wav,世話をする,123.85971875,125.26034375,subject,seg1
19,features/032017/0019.wav,ことが最低限のため,126.42471875,128.01096875000002,subject,seg1
20,features/032017/0020.wav,最低限の世話で仕事しながら癒しを与えてくれるからです,128.58471875,133.91721875000002,subject,seg1
21,features/032017/0021.wav,なるほど,136.88721875000002,137.76471875,indy,seg1
22,features/032017/0022.wav,動物はお好きなんですか?,139.41846875000002,141.44346875000002,indy,seg1
23,features/032017/0023.wav,はい,142.10159375,142.42221875,subject,seg1
24,features/032017/0024.wav,そうなんですね。,148.71659375000002,149.94846875000002,indy,seg1
25,features/032017/0025.wav,ありがとうございます。次の質問をさせていただきます。,151.53471875,155.93909375,indy,seg1
26,features/032017/0026.wav,趣味は何ですか?,157.60971875,159.07784375,indy,seg2
27,features/032017/0027.wav,野球観戦です。プロ野球とかの。,159.60096875000002,162.23346875,subject,seg2
28,features/032017/0028.wav,へえ,164.74784375000002,165.25409375,indy,seg2
29,features/032017/0029.wav,一緒に趣味を楽しむお友達はいますか?,170.38409375,173.75909375,indy,seg2
30,features/032017/0030.wav,たくさんいまして、だいたい平日、祝日、週末問わず行くことがあるんですけど、だいたいまあ声が出たら誰かいます。,174.50159375,183.88409375,subject,seg2
31,features/032017/0031.wav,素敵ですね,186.63471875,187.71471875,indy,seg2
32,features/032017/0032.wav,どういった時が一番楽しいですか?,189.62159375,192.55784375,indy,seg2
33,features/032017/0033.wav,みんなでえっとワイワイやっている時かなと思います,200.59034375,204.40409375,subject,seg2
34,features/032017/0034.wav,面白そうですね。,208.15034375,209.68596875,indy,seg2
35,features/032017/0035.wav,初めてからどれくらい経つのですか?,212.43659375,215.13659375,indy,seg2
36,features/032017/0036.wav,そうですね、小学校の頃からなので、20年くらい経過しています。,216.38534375,221.46471875,subject,seg2
37,features/032017/0037.wav,すごいですね,224.53596875,225.68346875,indy,seg2
38,features/032017/0038.wav,もし新しいことを始めるとしたら、何に興味がありますか?,227.38784375,232.68659375,indy,seg2
39,features/032017/0039.wav,うーん,233.95221875,234.30659375,subject,seg2
40,features/032017/0040.wav,色々あるんで、なんやろ,239.30159375,241.71471875,subject,seg2
41,features/032017/0041.wav,より国内旅行を楽しんでいきたいなと思っています。,251.87346875000003,254.89409375,subject,seg2
42,features/032017/0042.wav,うんうん,260.29409375,261.07034375,indy,seg2
43,features/032017/0043.wav,ありがとうございます。次の質問をさせていただきます。,262.36971875,266.80784375,indy,seg2
44,features/032017/0044.wav,好きな学校の教科は何でしたか?,268.57971875000004,271.33034375,indy,seg3
45,features/032017/0045.wav,うーん社会でした社会の特に地理です,272.452,276.74721875,subject,seg3
46,features/032017/0046.wav,うんうん,281.25284375,281.99534375,indy,seg3
47,features/032017/0047.wav,その教科を好きになったきっかけは何ですか?,284.20596875,287.68221875,indy,seg3
48,features/032017/0048.wav,小さい頃は鉄道が好きでしたので地理っていうところで,288.30659375,292.30596875000003,subject,seg3
49,features/032017/0049.wav,この場所を知ることによって鉄道もどこに何があるのかというのがより分かりやすくなったから、そういうところで頭に入りやすかったのが好きです。,293.53784375000004,301.16534375000003,subject,seg3
50,features/032017/0050.wav,そうなんですね。,304.00034375,305.21534375000005,indy,seg3
51,features/032017/0051.wav,その教科の先生はどんな人でしたか?,308.47221875,311.54346875000005,indy,seg3
52,features/032017/0052.wav,ひげと眼鏡が特徴ですごい優しくて面白い先生でした,312.96096875,317.88846875,subject,seg3
53,features/032017/0053.wav,まあ、あのー今でもどこかのタイミングで会えたらなと思うしすごい好きな先生でした,318.49596875000003,324.79034375000003,subject,seg3
54,features/032017/0054.wav,素敵ですね,327.99659375000005,329.09346875,indy,seg3
55,features/032017/0055.wav,特別な勉強方法がありましたか?,331.67534375,334.67909375000005,indy,seg3
56,features/032017/0056.wav,特にないんですけども一回日本史のテストの時に教科書とかノートとかもう一回白い紙全部書いたことによって点数が90点台とか80点台とかいう高得点を取ることができました,336.29909375,350.54159375,subject,seg3
57,features/032017/0057.wav,すごいですね,353.17409375,354.32159375000003,indy,seg3
58,features/032017/0058.wav,その教科で学んだことで、今でも役立っていることはありますか?,357.22409375,362.69159375,indy,seg3
59,features/032017/0059.wav,日本史で学んでよかったこと、んー,364.51409375,374.10846875,subject,seg3
60,features/032017/0060.wav,特筆するものはないですけどもなんとなく日本がどういう風に,375.07784375,378.9759687500001,subject,seg3
61,features/032017/0061.wav,動いたかということを学べたのは良かったです,379.66784375,382.16534375,subject,seg3
62,features/032017/0062.wav,そうなんだ。,384.9497187500001,385.94534375,indy,seg3
63,features/032017/0063.wav,ありがとうございます。次の質問をさせていただきます。,388.2572187500001,392.66159375,indy,seg3
64,features/032017/0064.wav,今までにロボットと会話したことはあるの?,394.41659375,397.67346875,indy,seg4
65,features/032017/0065.wav,ここまで喋ったのは,400.50846875,402.71909375,subject,seg4
66,features/032017/0066.wav,ないです。ペッパー君とちょっと喋ったぐらいです。,403.24221875,405.84096875,subject,seg4
67,features/032017/0067.wav,そうなんだ,408.42284375,409.40159375,indy,seg4
68,features/032017/0068.wav,どんなことを話したの?,411.61221875,413.51909375,indy,seg4
69,features/032017/0069.wav,実験みたいに向こうもやってたので適当にトイレはどことかなんか簡単な質問してました,415.96596875,422.17596875,subject,seg4
70,features/032017/0070.wav,そっかー,425.19659375,426.07409375,indy,seg4
71,features/032017/0071.wav,私とそのロボットどっちが話しやすい?,428.43659375,431.72721875,indy,seg4
72,features/032017/0072.wav,インディ君かな?,433.3978437500001,434.35971875,subject,seg4
73,features/032017/0073.wav,やったー,438.32534375,439.20284375000006,indy,seg4
74,features/032017/0074.wav,この先、お話できるロボットが世の中に増えていってほしい。,441.98721875,447.20159375,indy,seg4
75,features/032017/0075.wav,欲しくない?,448.12971875000005,449.12534375,indy,seg4
76,features/032017/0076.wav,どっちかというと増えたら嬉しいかなと、増えてほしいです,452.93909375,456.41534375,subject,seg4
77,features/032017/0077.wav,うれしい,460.41471875,461.2415937500001,indy,seg4
78,features/032017/0078.wav,どんなロボットができたらもっと会話したいと思うかな?,464.21159375,468.19409375,indy,seg4
79,features/032017/0079.wav,やっぱりなっておかないといけないお互い話して,473.67846875,477.03659375,subject,seg4
80,features/032017/0080.wav,その話をもっと受け入れてくれるようなロボットがいたらいいかなって,477.94784375,483.16221875,subject,seg4
81,features/032017/0081.wav,世の中は言えない,484.22534375,485.38971875,subject,seg4
82,features/032017/0082.wav,なかなか人に言えないこととかもあるんでそれをロボットがこうやって頑張って聞いてくれたら,486.18284375,491.02596875,subject,seg4
83,features/032017/0083.wav,いいなと思います,491.63346875,492.64596875,subject,seg4
84,features/032017/0084.wav,なるほど,494.48534375,495.36284375,indy,seg4
85,features/032017/0085.wav,おぉ,505.9603437500001,506.61846875,subject,seg4
86,features/032017/0086.wav,ありがとう。じゃあ次の質問をするね。,511.88346875,515.2922187500001,indy,seg4
87,features/032017/0087.wav,結婚はしているの?,519.02159375,520.6753437500001,indy,seg5
88,features/032017/0088.wav,していません,520.74284375,521.43471875,subject,seg5
89,features/032017/0089.wav,そうなんだ,525.0122187500001,526.0247187500001,indy,seg5
