,audio,text,start,end,speaker,segment
0,features/032011/0000.wav,こんにちは、私はインディーです。,49.67721875,52.47846875,indy,seg1
1,features/032011/0001.wav,これからインタビューをするので、いくつかの質問に答えていただきたいと思います。,55.61721875000001,61.40534375,indy,seg1
2,features/032011/0002.wav,よろしくお願いします。,63.54846875,65.28659375000001,indy,seg1
3,features/032011/0003.wav,ではまず最初の質問から。,66.97409375000001,69.43784375,indy,seg1
4,features/032011/0004.wav,ペットはいますか?,70.97346875000001,72.35721875,indy,seg1
5,features/032011/0005.wav,はい,73.03221875,73.33596875,subject,seg1
6,features/032011/0006.wav,そうなんですね。,77.35221875,78.55034375000001,indy,seg1
7,features/032011/0007.wav,どんなペットを飼っているんですか?,80.18721875,82.70159375,indy,seg1
8,features/032011/0008.wav,猫です,83.12346875,83.98409375,subject,seg1
9,features/032011/0009.wav,うんうん,88.10159375,88.87784375000001,indy,seg1
10,features/032011/0010.wav,何という種類ですか?,90.73409375,92.57346875,indy,seg1
11,features/032011/0011.wav,雑種です,94.42971875,95.32409375,subject,seg1
12,features/032011/0012.wav,そうなんですね。,99.74534375,100.99409375,indy,seg1
13,features/032011/0013.wav,一緒に暮らしてどのくらいになるんですか?,102.95159375,105.97221875,indy,seg1
14,features/032011/0014.wav,えー、7年です,106.84971875,107.96346875,subject,seg1
15,features/032011/0015.wav,すごいですね,111.54096875,112.68846875,indy,seg1
16,features/032011/0016.wav,どんな性格の子なんですか?,116.62034375,118.84784375,indy,seg1
17,features/032011/0017.wav,恥ずかしがり屋です。,120.55221875,121.96971875,subject,seg1
18,features/032011/0018.wav,かわいいですね。,124.66971875,125.90159375,indy,seg1
19,features/032011/0019.wav,ありがとうございます。次の質問をさせていただきます。,129.25971875,133.69784375,indy,seg1
20,features/032011/0020.wav,趣味は何ですか?,135.31784375,137.00534375,indy,seg2
21,features/032011/0021.wav,ドラマを見ることです。,141.07221875,142.55721875,subject,seg2
22,features/032011/0022.wav,うんうん,146.79284375,147.56909375,indy,seg2
23,features/032011/0023.wav,どのようなジャンルが特に好きですか?,149.88096875,152.71596875,indy,seg2
24,features/032011/0024.wav,サスペンスです,153.23909375,153.96471875,subject,seg2
25,features/032011/0025.wav,へぇ,158.60534375,159.09471875,indy,seg2
26,features/032011/0026.wav,特に好きな作品はありますか?,161.89596875,164.44409375,indy,seg2
27,features/032011/0027.wav,韓国ドラマです,165.65909375,167.02596875,subject,seg2
28,features/032011/0028.wav,なるほど,171.80159375,172.74659375,indy,seg2
29,features/032011/0029.wav,最近注目している作品はありますか?,175.02471875,178.38284375,indy,seg2
30,features/032011/0030.wav,特にないです。,184.87971875,186.02721875,subject,seg2
31,features/032011/0031.wav,そうなんですね。,191.35971875,192.59159375,indy,seg2
32,features/032011/0032.wav,もし新しいことを始めるとしたら、何に興味がありますか?,197.16471875,202.49721875,indy,seg2
33,features/032011/0033.wav,えー、ちょっとわからないです。,212.75721875,214.44471875,subject,seg2
34,features/032011/0034.wav,なるほど。,218.29221875,219.20346875,indy,seg2
35,features/032011/0035.wav,ありがとうございます。次の質問をさせていただきます。,221.29596875,225.75096875,indy,seg2
36,features/032011/0036.wav,好きな学校の教科は何でしたか?,228.67034375,231.45471875,indy,seg3
37,features/032011/0037.wav,美術です,231.97784375,233.04096875,subject,seg3
38,features/032011/0038.wav,へえ,236.46659375,236.97284375,indy,seg3
39,features/032011/0039.wav,その教科を好きになったきっかけは何ですか?,240.06096875,243.55409375,indy,seg3
40,features/032011/0040.wav,え、集中して描けるからです,244.78596875,246.81096875,subject,seg3
41,features/032011/0041.wav,うんうん,250.50659375,251.28284375,indy,seg3
42,features/032011/0042.wav,その教科のどの部分が特に好きでしたか?,254.53971875,257.96534375,indy,seg3
43,features/032011/0043.wav,絵を描くことです。,258.43784375,259.43346875,subject,seg3
44,features/032011/0044.wav,そうなんですね。,264.44534375,265.64346875,indy,seg3
45,features/032011/0045.wav,その教科の先生はどんな人でしたか?,268.83284375,270.96284375,indy,seg3
46,features/032011/0046.wav,優しい先生でした。,270.96284375,273.96284375,subject,seg3
47,features/032011/0047.wav,素敵ですね,278.16471875,279.26159375,indy,seg3
48,features/032011/0048.wav,その教科で学んだことで、今でも役立っていることはありますか?,281.72534375,287.14221875,indy,seg3
49,features/032011/0049.wav,最後までやりきることです,291.42846875,293.41971875,subject,seg3
50,features/032011/0050.wav,さすがですね。,300.27096875,301.45221875,indy,seg3
51,features/032011/0051.wav,ありがとうございます。次の質問をさせていただきます。,303.67971875,308.13471875,indy,seg3
52,features/032011/0052.wav,今までにロボットと会話したことはあるの?,310.80096875,314.27721875,indy,seg4
53,features/032011/0053.wav,ないです,314.71596875,315.74534375,subject,seg4
54,features/032011/0054.wav,そうなんだ,319.55909375,320.60534375,indy,seg4
55,features/032011/0055.wav,人型ロボットを見たのも初めて?,322.93409375,325.73534375,indy,seg4
56,features/032011/0056.wav,うん、初めてです,326.10659375,327.67596875,subject,seg4
57,features/032011/0057.wav,うんうん,331.06784375,331.81034375,indy,seg4
