,audio,text,start,end,speaker,segment
0,features/032415/0000.wav,こんにちは、私はインディーです。,49.98096875,52.73159375,indy,seg1
1,features/032415/0001.wav,これからインタビューをするので、いくつかの質問に答えていただきたいと思います。,54.62159375,60.34221875,indy,seg1
2,features/032415/0002.wav,よろしくお願いします。,62.41784375,64.08846875,indy,seg1
3,features/032415/0003.wav,よろしくお願いします,64.56096875,66.24846875,subject,seg1
4,features/032415/0004.wav,ではまず最初の質問から,65.77596875,68.25659375000001,indy,seg1
5,features/032415/0005.wav,ペットはいますか?,69.89346875000001,71.20971875000001,indy,seg1
6,features/032415/0006.wav,実家では買ってます,72.44159375000001,74.02784375,subject,seg1
7,features/032415/0007.wav,そうなんですね。,78.49971875,79.69784375,indy,seg1
8,features/032415/0008.wav,どんなペットを飼っているんですか?,81.31784375000001,83.821,indy,seg1
9,features/032415/0009.wav,猫を飼っています。,83.821,85.38471875,subject,seg1
10,features/032415/0010.wav,へぇ,88.91159375000001,89.45159375,indy,seg1
11,features/032415/0011.wav,なんという種類ですか?,91.78034375,93.60284375,indy,seg1
12,features/032415/0012.wav,ラグドールっていう種類ですね,94.44659375,96.52221875,subject,seg1
13,features/032415/0013.wav,そうなんですね。,98.91846875,100.13346875,indy,seg1
14,features/032415/0014.wav,一緒に暮らしてどのくらいになるんですか?,102.12471875,105.16221875,indy,seg1
15,features/032415/0015.wav,8年くらいになりますね,106.54596875,108.52034375,subject,seg1
16,features/032415/0016.wav,すごいですね。,110.51159375,111.62534375,indy,seg1
17,features/032415/0017.wav,どんな性格の子なんですか?,114.94971875,117.16034375,indy,seg1
18,features/032415/0018.wav,やんちゃですね。,118.25721875,119.64096875,subject,seg1
19,features/032415/0019.wav,かわいいですね。,124.63596875,125.88471875,indy,seg1
20,features/032415/0020.wav,ありがとうございます次の質問をさせていただきます。,128.17971875,132.60096875000002,indy,seg1
21,features/032415/0021.wav,趣味は何ですか?,134.25471875,135.72284375,indy,seg2
22,features/032415/0022.wav,趣味は、えっと音楽を聴いたり、ドラム演奏したりすることですね。,136.43159375000002,141.74721875,subject,seg2
23,features/032415/0023.wav,そうなんですね。,144.27846875,145.51034375,indy,seg2
24,features/032415/0024.wav,何か理由があるのですか?,148.61534375000002,150.89346875,indy,seg2
25,features/032415/0025.wav,はそうですね、は大学で軽音のサークルに入っているので,152.04096875000002,156.02346875,subject,seg2
26,features/032415/0026.wav,それの趣味がこうじてって感じですね,156.52971875,159.21284375000002,subject,seg2
27,features/032415/0027.wav,なるほど。,162.21659375000002,163.09409375,indy,seg2
28,features/032415/0028.wav,どのようなジャンルが特に好きですか?,164.49471875,167.27909375000002,indy,seg2
29,features/032415/0029.wav,聴くだけなら電子音楽みたいな音楽が好きなんですけどいざやるってなるとJPOPとかがメインですね,169.16909375,178.88909375,subject,seg2
30,features/032415/0030.wav,うんうん,181.90971875,182.68596875,indy,seg2
31,features/032415/0031.wav,特に好きな作品はありますか?,184.45784375,187.02284375,indy,seg2
32,features/032415/0032.wav,特に好きな作品,188.38971875,189.28409375,subject,seg2
33,features/032415/0033.wav,これといっては特にはないですかね,190.34721875,194.32971875,subject,seg2
34,features/032415/0034.wav,相対性理論っていうバンドが好きです,195.96659375,198.00846875,subject,seg2
35,features/032415/0035.wav,そうなんですね,198.09284375,199.37534375,indy,seg2
36,features/032415/0036.wav,どういった時が一番楽しいですか?,214.63034375,217.65096875,indy,seg2
37,features/032415/0037.wav,どういった時か,219.54096875,220.55346875,subject,seg2
38,features/032415/0038.wav,そうですね,222.44346875,224.08034375000005,subject,seg2
39,features/032415/0039.wav,バンドメンバーみんなで,228.31596875,230.23971875,subject,seg2
40,features/032415/0040.wav,音楽してる合わせて演奏したりとかする時がやっぱり一番楽しいですかね,230.81346875000003,235.94346875,subject,seg2
41,features/032415/0041.wav,素敵ですね,238.79534375000003,239.90909375,indy,seg2
42,features/032415/0042.wav,ありがとうございます。次の質問をさせていただきます。,241.17471875,245.61284375,indy,seg2
43,features/032415/0043.wav,好きな学校の教科は何でしたか?,247.26659375000003,250.13534375,indy,seg3
44,features/032415/0044.wav,好きな学校の教科は,250.94534375,253.42596875,subject,seg3
45,features/032415/0045.wav,えっとー,254.33721875,255.14721875,subject,seg3
46,features/032415/0046.wav,数学でしたね,255.95721875,257.45909375,subject,seg3
47,features/032415/0047.wav,そうなんですね。,263.14596875,264.37784375,indy,seg3
48,features/032415/0048.wav,その教科を好きになったきっかけは何ですか?,266.01471875000004,269.54159375,indy,seg3
49,features/032415/0049.wav,うーん,270.87471875,272.57909375,subject,seg3
50,features/032415/0050.wav,なんか学校の授業の中では,274.97534375000004,277.50659375000004,subject,seg3
51,features/032415/0051.wav,特にサボれる時間が多かった記憶だったんで,278.01284375,281.03346875,subject,seg3
52,features/032415/0052.wav,好きでした,282.11346875000004,282.68721875,subject,seg3
53,features/032415/0053.wav,うんうん,285.26909375,286.02846875,indy,seg3
54,features/032415/0054.wav,特別な勉強方法がありましたか?,288.84659375,291.98534375,indy,seg3
55,features/032415/0055.wav,特にないです,292.76159375000003,294.28034375000004,indy,seg3
56,features/032415/0056.wav,なるほど。,297.80721875,298.70159375000003,indy,seg3
57,features/032415/0057.wav,その教科の先生はどんな人でしたか?,302.27909375,305.41784375000003,indy,seg3
58,features/032415/0058.wav,その教科の先生は,306.02534375000005,307.51034375,subject,seg3
59,features/032415/0059.wav,すごい綺麗好きな声の大きい先生でした,308.32034375,311.44221875,subject,seg3
60,features/032415/0060.wav,そうなんですね。,315.18846875,316.42034375000003,indy,seg3
61,features/032415/0061.wav,その教科で学んだことで、今でも役立っていることはありますか?,320.94284375,326.35971875,indy,seg3
62,features/032415/0062.wav,あんまりないですね,328.35096875000005,330.03846875000005,subject,seg3
63,features/032415/0063.wav,そうなんですね。,333.95346875,335.18534375,indy,seg3
64,features/032415/0064.wav,ありがとうございます。次の質問をさせていただきます。,337.04159375,341.46284375000005,indy,seg3
65,features/032415/0065.wav,今までにロボットと会話したことはあるの?,343.26846875,346.62659375000004,indy,seg4
66,features/032415/0066.wav,は、ないですね,347.30159375,349.32659375000003,subject,seg4
67,features/032415/0067.wav,そうなんだ,351.80721875,352.81971875000005,indy,seg4
68,features/032415/0068.wav,人型ロボットを見たのも初めて?,357.00471875,359.85659375,indy,seg4
69,features/032415/0069.wav,実際に見たのは初めてです。,360.64971875,362.624,subject,seg4
70,features/032415/0070.wav,そっかー,367.26471875,368.22659375,indy,seg4
71,features/032415/0071.wav,ドラえもんみたいに仲良く話せるロボットがあったらお話したい。,371.56784375,377.01846875,indy,seg4
72,features/032415/0072.wav,そうですね、したいですね,378.77346875,381.05159375000005,subject,seg4
73,features/032415/0073.wav,うんうん,383.09346875,383.88659375,indy,seg4
74,features/032415/0074.wav,この先お話できるロボットが世の中に増えていってほしい。,386.72159375,391.93596875,indy,seg4
75,features/032415/0075.wav,欲しくない?,392.88096875,393.85971875,indy,seg4
76,features/032415/0076.wav,いや、欲しいですね。,395.19284375,396.59346875,subject,seg4
77,features/032415/0077.wav,そっかー,400.81221875,401.70659375,indy,seg4
78,features/032415/0078.wav,どんなロボットができたらもっと会話したいと思うかな?,403.46159375,407.47784375,indy,seg4
79,features/032415/0079.wav,どんなロボット,409.01346875,409.73909375000005,subject,seg4
80,features/032415/0080.wav,うーん,413.58659375,414.51471875,subject,seg4
81,features/032415/0081.wav,わかんないなあ,432.35159375,434.79034375,subject,seg4
82,features/032415/0082.wav,うんうん,440.1478437500001,440.95784375000005,indy,seg4
