,audio,text,start,end,speaker,segment
0,features/032410/0000.wav,こんにちは、私はインディーです。,54.36846875000001,57.16971875,indy,seg1
1,features/032410/0001.wav,こんにちは,59.43096875000001,60.24096875,subject,seg1
2,features/032410/0002.wav,これからインタビューをするので、いくつかの質問に答えていただきたいと思います。,60.22409375,65.91096875000001,indy,seg1
3,features/032410/0003.wav,はい,66.43409375,66.80534375,subject,seg1
4,features/032410/0004.wav,よろしくお願いします。,67.96971875,69.65721875,indy,seg1
5,features/032410/0005.wav,よろしくお願いします,69.91034375000001,71.19284375000001,subject,seg1
6,features/032410/0006.wav,ではまず最初の質問から,71.36159375,73.84221875,indy,seg1
7,features/032410/0007.wav,ペットはいますか?,75.14159375,76.50846875,indy,seg1
8,features/032410/0008.wav,えーっと、ペットはメダカを飼ってます,77.18346875,80.52471875,subject,seg1
9,features/032410/0009.wav,そうなんですね。,83.81534375000001,85.03034375,indy,seg1
10,features/032410/0010.wav,一緒に暮らしてどのくらいになるんですか?,87.81471875000001,90.83534375,indy,seg1
11,features/032410/0011.wav,えーっと,91.27409375,93.31596875,subject,seg1
12,features/032410/0012.wav,えー,94.31159375,94.85159375,subject,seg1
13,features/032410/0013.wav,5年ぐらいですかね。,96.43784375,97.85534375,subject,seg1
14,features/032410/0014.wav,すごいですね,102.76596875,103.91346875,indy,seg1
15,features/032410/0015.wav,どんな性格の子なんですか?,107.01846875,109.26284375,indy,seg1
16,features/032410/0016.wav,性格、結構数が多くて性格までは把握してないんですけど、まぁ結構近寄ったらちょっと逃げていくような、まぁちょっと臆病な性格かなとは思います。,110.19096875,123.15096875,subject,seg1
17,features/032410/0017.wav,かわいいですね。,127.82534375,129.04034375,indy,seg1
18,features/032410/0018.wav,これから新しいペットを飼いたいですか?,132.60096875,135.75659375,indy,seg1
19,features/032410/0019.wav,うーん、そのつもりはないですかね。,136.49909375,140.34659375,subject,seg1
20,features/032410/0020.wav,なるほど。,145.05471875,145.93221875,indy,seg1
21,features/032410/0021.wav,何か理由があるのですか?,149.07096875,151.26471875,indy,seg1
22,features/032410/0022.wav,うーんと,151.92284375,153.25596875,subject,seg1
23,features/032410/0023.wav,あんまり,154.74096875,155.44971875,subject,seg1
24,features/032410/0024.wav,ペットの世話をするのが結構そんなに得意ではなくて、うん、メダカの餌やりをするだけでも結構手一杯なので、なんかそれ以上にペットはいらないかなって思ってます,156.68159375,168.59534375,subject,seg1
25,features/032410/0025.wav,うんうん,171.34596875,172.13909375,indy,seg1
26,features/032410/0026.wav,ありがとうございます。次の質問をさせていただきます。,173.70846875,178.12971875,indy,seg1
27,features/032410/0027.wav,はい,178.18034375,178.46721875,subject,seg2
28,features/032410/0028.wav,趣味は何ですか?,181.55534375,183.09096875,indy,seg2
29,features/032410/0029.wav,えー、趣味は、そうですね、サイクリングとかですかね,183.61409375,187.63034375,subject,seg2
30,features/032410/0030.wav,そうなんですね。,191.91659375,193.09784375,indy,seg2
31,features/032410/0031.wav,最近はどのような場所に行かれましたか?,194.70096875,197.90721875,indy,seg2
32,features/032410/0032.wav,最近は、えーっと,198.44721875,201.02909375,subject,seg2
33,features/032410/0033.wav,うーん,203.29034375,204.82596875,subject,seg2
34,features/032410/0034.wav,えっと、最近は和歌山の方まで行きましたね,209.66909375,213.66846875,subject,seg2
35,features/032410/0035.wav,すごいですね。,221.38034375,222.51096875,indy,seg2
36,features/032410/0036.wav,一緒に趣味を楽しむお友達はいますか?,224.21534375,227.62409375,indy,seg2
37,features/032410/0037.wav,います,228.50159375,229.15971875,subject,seg2
38,features/032410/0038.wav,うんうん,232.39971875,233.15909375,indy,seg2
39,features/032410/0039.wav,どういった時が一番楽しいですか?,234.6272187500001,237.56346875,indy,seg2
40,features/032410/0040.wav,そうですね、やっぱり走ってて、その、坂を登りきった後の下り坂とか、下り坂を疾走する感じとか、あとはえーっと、景色がすごい綺麗な時にすごい楽しいなって思います,238.87971875,256.58159375,subject,seg2
41,features/032410/0041.wav,素敵ですね,259.68659375,260.78346875,indy,seg2
42,features/032410/0042.wav,どのようなきっかけで始めたのですか?,264.09096875,267.02721875,indy,seg2
43,features/032410/0043.wav,えーっと、きっかけは、まぁ、コロ、えー、コロナ、新型コロナウイルスが流行った時に、えっと、給付金を使ってちょっと、えー、かっこいいクロスバイクを買って、そのクロスバイクで結構自宅の近所をサイクリングするようになってから趣味になりました,268.00596875,289.40346875,subject,seg2
44,features/032410/0044.wav,へぇ,293.13284375,293.68971875,indy,seg2
45,features/032410/0045.wav,そうなんですね。,294.90471875,296.17034375,indy,seg2
46,features/032410/0046.wav,ありがとうございます。次の質問をさせていただきます。,299.29221875,303.73034375,indy,seg2
47,features/032410/0047.wav,好きな学校の教科は何でしたか?,305.43471875,308.30346875,indy,seg3
48,features/032410/0048.wav,えー、好きな学校の教科は,308.82659375,312.53909375,subject,seg3
49,features/032410/0049.wav,うーんと、化学ですかね,313.56846875,314.85096875,subject,seg3
50,features/032410/0050.wav,そうなんですね。,318.19221875,319.39034375,indy,seg3
51,features/032410/0051.wav,その教科を好きになったきっかけは何ですか?,321.01034375,324.53721875,indy,seg3
52,features/032410/0052.wav,きっかけは、まぁ、その、学校の授業内で実験とかを、えー、化学物質を混ぜたりする実験をする中で、その全く…,325.76909375,337.42971875,subject,seg3
53,features/032410/0053.wav,そのー、予期していないなんか色の物体ができたりとか、なんか特徴的な匂いが出たりとか、なんかそういう実験が楽しいなと思って好きになりました,339.26909375,352.58346875,subject,seg3
54,features/032410/0054.wav,面白そうですね,355.57034375,357.12284375,indy,seg3
55,features/032410/0055.wav,その教科のテスト勉強で、特に工夫していたことはありますか?,358.60784375,363.92346875,indy,seg3
56,features/032410/0056.wav,特に工夫していたこと、うーんと,364.39596875,367.5515937500001,subject,seg3
57,features/032410/0057.wav,えー,369.37409375,370.01534375,subject,seg3
58,features/032410/0058.wav,まぁ、この教科に特有のっていうわけではないですけど、その、結構、まぁ、繰り返し復習というか、うーんと、標準問題をもう絶対間違えないようにっていう,372.09096875,388.13909375,subject,seg3
59,features/032410/0059.wav,形で、えーっと、あまり応用をやるというよりかは表示問題を繰り返し繰り返し解くっていうことをやってましたね,389.32034375,395.78346875,subject,seg3
60,features/032410/0060.wav,熱心なんですね,398.51721875,399.98534375,indy,seg3
61,features/032410/0061.wav,その教科の先生はどんな人でしたか?,401.57159375,404.7103437500001,indy,seg3
62,features/032410/0062.wav,えーっとー,405.87471875,406.70159375,subject,seg3
63,features/032410/0063.wav,うーん、まぁ,409.62096875,411.0047187500001,subject,seg3
