,audio,text,start,end,speaker,segment
0,features/032211/0000.wav,こんにちは、私はインディーです。,46.50471875,49.28909375,indy,seg1
1,features/032211/0001.wav,こんにちは,50.18346875,50.95971875,subject,seg1
2,features/032211/0002.wav,これからインタビューをするので、いくつかの質問に答えていただきたいと思います。,53.44034375,59.17784375,indy,seg1
3,features/032211/0003.wav,よろしくお願いします。,61.33784375,63.05909375,indy,seg1
4,features/032211/0004.wav,よろしくお願いします,63.32909375000001,64.59471875,subject,seg1
5,features/032211/0005.wav,ではまず最初の質問から。,65.13471875,67.54784375,indy,seg1
6,features/032211/0006.wav,ペットはいますか?,68.94846875,70.28159375,indy,seg1
7,features/032211/0007.wav,いません,71.24346875,71.80034375000001,subject,seg1
8,features/032211/0008.wav,そうなんですね。,78.65159375,79.83284375000001,indy,seg1
9,features/032211/0009.wav,昔ペットを飼っていたことはありますか?,81.48659375000001,84.55784375,indy,seg1
10,features/032211/0010.wav,あります,85.51971875000001,86.21159375,subject,seg1
11,features/032211/0011.wav,うんうん,89.21534375,89.97471875000001,indy,seg1
12,features/032211/0012.wav,何を飼っていたのですか?,91.81409375,93.80534375,indy,seg1
13,features/032211/0013.wav,猫です,94.36221875,95.39159375,subject,seg1
14,features/032211/0014.wav,へえ,98.47971875,98.95221875,indy,seg1
15,features/032211/0015.wav,どんな性格の子なんですか?,100.72409375,102.91784375,indy,seg1
16,features/032211/0016.wav,かなり気が強いです,106.42784375,108.38534375,subject,seg1
17,features/032211/0017.wav,そうなんですね。,114.15659375,115.38846875,indy,seg1
18,features/032211/0018.wav,これから新しいペットを飼いたいですか?,120.53534375,123.70784375,indy,seg1
19,features/032211/0019.wav,いいえ,124.53471875,124.99034375,subject,seg1
20,features/032211/0020.wav,なるほど。,130.20471875,131.06534375,indy,seg1
21,features/032211/0021.wav,何か理由があるのですか?,133.12409375,135.36846875,indy,seg1
22,features/032211/0022.wav,手間がかかるので,136.53284375,137.71409375,subject,seg1
23,features/032211/0023.wav,なるほど。,142.05096875,142.99596875,indy,seg1
24,features/032211/0024.wav,ありがとうございます。次の質問をさせていただきます。,145.79721875,150.23534375,indy,seg1
25,features/032211/0025.wav,趣味は何ですか?,151.88909375,153.35721875,indy,seg2
26,features/032211/0026.wav,YouTubeでライブ配信を見ることです。,159.71909375,162.38534375,subject,seg2
27,features/032211/0027.wav,そうなんですね。,165.43971875,166.62096875,indy,seg2
28,features/032211/0028.wav,どのようなジャンルが特に好きですか?,169.79346875,172.57784375,indy,seg2
29,features/032211/0029.wav,VTuberというジャンルが好きです,173.48909375,175.95284375,subject,seg2
30,features/032211/0030.wav,なるほど,183.12471875,184.03596875,indy,seg2
31,features/032211/0031.wav,どういったものなのですか?,188.10284375,190.11096875,indy,seg2
32,features/032211/0032.wav,えー、人間が、えー、アニメーション、アニメのようなアバターを、えー、操作してえーライブ配信をするという文化です,195.25784375,204.92721875,subject,seg2
33,features/032211/0033.wav,へぇ,208.43721875,208.92659375,indy,seg2
34,features/032211/0034.wav,知らなかったです,210.36096875,211.69409375,indy,seg2
35,features/032211/0035.wav,どういった時が一番楽しいですか?,215.05221875,217.98846875,indy,seg2
36,features/032211/0036.wav,えー、ライブ配信をしている人と交流するときです,221.71784375,225.54846875,subject,seg2
37,features/032211/0037.wav,うんうん,228.92346875,229.69971875,indy,seg2
38,features/032211/0038.wav,もし新しいことを始めるとしたら、何に興味がありますか?,231.65721875,236.93909375,indy,seg2
39,features/032211/0039.wav,ランニングです,240.29721875,241.32659375,subject,seg2
40,features/032211/0040.wav,面白そうですね,245.84909375,247.43534375,indy,seg2
41,features/032211/0041.wav,ありがとうございます。次の質問をさせていただきます。,248.88659375,253.32471875,indy,seg2
42,features/032211/0042.wav,好きな学校の教科は何でしたか?,255.02909375,257.84721875,indy,seg3
43,features/032211/0043.wav,日本史です,261.93096875,262.89284375,subject,seg3
44,features/032211/0044.wav,そうなんですね。,266.06534375,267.24659375,indy,seg3
45,features/032211/0045.wav,その教科を好きになったきっかけは何ですか?,268.76534375,272.25846875,indy,seg3
46,features/032211/0046.wav,時代小説です,274.04721875,275.27909375,subject,seg3
47,features/032211/0047.wav,へぇ,278.99159375,279.48096875,indy,seg3
48,features/032211/0048.wav,その教科のテスト勉強で特に工夫していたことはありますか?,287.19284375,292.52534375,indy,seg3
49,features/032211/0049.wav,ありません,294.56721875,295.22534375,subject,seg3
50,features/032211/0050.wav,うんうん,298.51596875,299.25846875,indy,seg3
51,features/032211/0051.wav,その教科の先生はどんな人でしたか?,302.44784375,305.58659375,indy,seg3
52,features/032211/0052.wav,優しめの女性の方でした,312.65721875,314.59784375,subject,seg3
53,features/032211/0053.wav,素敵ですね,318.96846875,320.03159375,indy,seg3
54,features/032211/0054.wav,その教科で学んだことで、今でも役立っていることはありますか?,321.44909375,326.84909375,indy,seg3
55,features/032211/0055.wav,えー、同じく日本史が好きな友人との会話が楽しいです。,330.19034375,334.40909375,subject,seg3
56,features/032211/0056.wav,なるほど。,340.38284375,341.32784375,indy,seg3
57,features/032211/0057.wav,ありがとうございます。次の質問をさせていただきます。,343.50471875,347.99346875,indy,seg3
58,features/032211/0058.wav,今までにロボットと会話したことはあるの?,349.49534375,352.75221875,indy,seg4
59,features/032211/0059.wav,ありません,353.84909375,354.52409375,subject,seg4
60,features/032211/0060.wav,そうなんだ,357.08909375,358.05096875,indy,seg4
61,features/032211/0061.wav,人型ロボットを見たのも初めて?,359.73846875,362.5903437500001,indy,seg4
62,features/032211/0062.wav,いいえ,363.41721875,363.92346875,subject,seg4
63,features/032211/0063.wav,へぇ,368.56409375,369.05346875,indy,seg4
64,features/032211/0064.wav,今まで見たことがあるロボットはどんなものがあったの?,371.21346875,375.2128437500001,indy,seg4
